AR02_M_A79HP,0.2,0.06175574803240046,0.30107292824603415,15831
AR02_N_A79HP,0.2177152102569757,0.08158472018891427,0.3545924611441194,9773
AR03_M_A79HP,0.2,0.06158164786621456,0.31070509798189955,4359
AR03_N_A79HP,0.35313156581894956,0.0896191743037894,0.45394243101519144,9623
AR04_M_A79HP,0.2,0.0693367081759425,0.29431391485188013,15566
AR04_N_A79HP,0.2,0.07793633411161621,0.3310647184691028,94283
AR05_M_A79HP,0.2,0.06409225512880899,0.2862268075982531,52722
AR05_N_A79HP,0.20242763325347152,0.0711994072744483,0.3188632800686508,84526
HD07_M_A79HP,0.48478928397288473,0.10280948574613367,0.5111408135840929,13220
HD07_N_A79HP,0.6898952678841421,0.10453855620034756,0.5576043682932914,4091
HD09_M_A7VDM,0.3842272081282138,0.07653399781169413,0.40987364080262034,7006
HD09_M_AAYHL,0.3625792129703114,0.07731384456725932,0.40482350180722537,6244
HD09_N_A93F3,0.2358701488785258,0.08787498433958081,0.3672593088668466,25462
HD09_N_AB8KB,0.22259939271582985,0.0838849267993323,0.3505812838362446,23529
HD10_M_A7VDM,0.22936506227413936,0.07650777226896445,0.30660620924096427,7864
HD10_M_AAYHL,0.2065283336019971,0.07640417689512118,0.29490273202915307,6823
HD10_N_AB8KB,0.32511016723307057,0.10172731058831846,0.4332293934268737,8528
HD13_M_A7VDM,0.2,0.07474599854120664,0.333463618534586,10432
HD13_M_AAYHL,0.2,0.07666370516481227,0.3364649595437373,9244
HD13_N_A93F3,0.22534603878536338,0.07990483881033887,0.35946423108358666,11409
HD13_N_AB8KB,0.20684109387310368,0.07657740692970354,0.3370024779110292,10628
MK02_M_A79HP,0.3263938841249463,0.08544100882684305,0.3845484095057124,17302
MK02_N_A79HP,0.41252184597485847,0.0925558024452204,0.4446661853230899,5114
MK03_M_AB8KB,0.24028964819980117,0.08036683251497008,0.3351290809230214,3259
MK03_N_AB8KB,0.22145024998616736,0.08373090162101818,0.32836211063090653,4106
MK04_M_AAYHL,0.45147673613157535,0.07157478773534041,0.5249998389299383,3029
MK04_N_AB8KB,0.2,0.07376851737378924,0.3279524930557195,18615
MK05_M_AB8KB,0.22453299131747517,0.07575776034545885,0.32389231098475774,12096
MK05_N_AB8KB,0.2,0.10199492184461717,0.3480381614902163,14974
MK08_M_AAYHL,0.2,0.06200166629736372,0.2945831041746311,7631
MK08_N_AAYHL,0.24841527799793214,0.09044884819041177,0.39330459749882807,9918
